"Export time:  2/11/2024, 3:10:05 AM","","ASIN","Product Name","Brand","Price","Monthly Units Sold","Daily Units Sold","Monthly Revenue","Date First Available","Net Revenue","Star Rating","Reviews","Amazon Fees","BSR","LQS","Seller Type","Sellers","Category","Product Tier","Dimensions","Weight","Link"
"","","B09ZTWSXNF","Glass Containers with Bamboo Lids, Large Glass Food Storage Container Set, Glass Food Containers with Lids, Bamboo Lid Glass Meal Prep Containers, Oven, Freezer, Microwave Safe, Pack of 2, 44oz","Urban Green","$29.99","246","7","$7,378","04/25/2022","$18.46","3.8","428","$11.53","37,181","7","FBA","1","Kitchen & Dining","Standard","7.8 x 5.5 x 7.8 in","5.06 lb","https://www.amazon.com/dp/B09ZTWSXNF"
"","","B07SH6WHCT","Flrolove Glass Food Storage Containers Set,Airtight Food Jars with Bamboo Wooden Lids - Set of 5 Kitchen Canisters For Sugar,Candy, Cookie, Rice and Spice Jars","Flrolove","$25.99","597","19","$15,516","05/29/2019","$13.86","4.6","3,336","$12.13","14,992","6","FBA","1","Kitchen & Dining","Standard","13.46 x 6.24 x 16.42 in","5.88 lb","https://www.amazon.com/dp/B07SH6WHCT"
"","","B0CGX9LRZG","dokaworld Glass Food Storage Containers With Bamboo Lids - Glass Meal Prep Containers - Set of 4 Airtight Stackable Food Storage Kitchen Containers - Eco-Friendly Oven Safe Nesting Lunch Containers","dokaworld","$44.99","1,143","39","$51,424","10/21/2021","","4.4","1,148","","6,834","6","FBA","1","Kitchen & Dining","","","","https://www.amazon.com/dp/B0CGX9LRZG"
"","","B09Y5WVTMD","Mfacoy Set of 4 Airtight Glass Jars with Bamboo Lids & Spoons, 17 oz Borosilicate Glass Jars Containers, Clear Food Storage Canister for Cookie, Candy, Coffee, Sugar, Matcha Tea, Flour","Mfacoy","$20.99","964","25","$20,234","04/17/2022","$12.70","4.6","318","$8.29","11,101","7","FBA","1","Kitchen & Dining","Standard","3.15 x 2.36 x 1.97 in","1.06 lb","https://www.amazon.com/dp/B09Y5WVTMD"
"","","B09TG3LPWH","EcoPreps Glass Meal Prep Containers with Bamboo Lids, 2 Compartment Glass Bento Box Containers【3 Pack】 100% Plastic Free, Eco-Friendly, Glass Food Storage Containers, Glass Lunch Containers with Lids","EcoPreps","$44.95","235","6","$10,563","02/24/2022","$30.88","4.6","208","$14.07","45,287","7","FBA","1","Kitchen & Dining","Standard","5.7 x 2.4 x 7.7 in","6.22 lb","https://www.amazon.com/dp/B09TG3LPWH"
"","","B09YRGDCP6","CZFWin Set of 2 Glass Flour Container with Airtight Bamboo Lid, Large Food Jar with Wooden Lid for Storage Flour, Sugar, Cookies, Rice, Coffee Beans(3L)","CZFWin","$35.99","598","24","$21,522","04/24/2022","$23.56","4.7","580","$12.43","11,467","6","FBA","1","Kitchen & Dining","Standard","8.94 x 6.97 x 13.23 in","2.1 lb","https://www.amazon.com/dp/B09YRGDCP6"
"","","B0BLHR7BVY","Vdomus Glass Food Storage Containers with Bamboo Lids (Pack of 4) - Stackable Meal Prep Container - Airtight Glass Food Containers - Microwave, Dishwasher Safe - Reusable Glass Lunchbox Pack - 36 Oz","Vdomus","$50.99","87","2","$4,436","03/16/2023","$38.20","4.7","103","$12.79","101,344","6","FBA","2","Kitchen & Dining","Standard","5.78 x 2.36 x 7.75 in","1.61 lb","https://www.amazon.com/dp/B0BLHR7BVY"
"","","B08K3TTLMD","EcoEvo Glass Jars with Bamboo Lids, Glass Food Jars and Canisters Sets, Large Glass Food Storage containers with Bamboo Lids, Glass Flour Jars, Cookie Jars (2 Pack of 100oz)","EcoEvo","$39.99","514","17","$20,555","12/18/2020","$26.96","4.6","1,118","$13.03","15,962","8","FBA","1","Kitchen & Dining","Standard","6 x 8.25 x 6 in","5.02 lb","https://www.amazon.com/dp/B08K3TTLMD"
"","","B082X4LBN6","SIXAQUAE Glass Food Storage Containers Jar Seal Bamboo Lids 4 Packs 600ml Airtight Canister Organization Sets Stackable","MIOCARO SIXAQUAE","$31.99","442","15","$14,140","12/18/2019","$20.46","4.6","1,771","$11.53","18,939","6","FBA","2","Kitchen & Dining","Standard","10.906 x 10.984 x 5.709 in","3.064 lb","https://www.amazon.com/dp/B082X4LBN6"
"","","B08YQYX6HB","4 Pack Glass Storage Jars with Airtight Bamboo Lid, Aoeoe 27 OZ Food Storage Jar, Glass Kitchen Canisters, Clear Container for Coffee Bean Storage, Dry Goods, Cookie, Candy, Tea, Spices","Aoeoe","$23.99","1,331","46","$31,931","03/11/2021","$14.60","4.6","1,125","$9.39","5,746","7","FBA","2","Kitchen & Dining","Standard","7.4 x 5.98 x 8.43 in","2.02 lb","https://www.amazon.com/dp/B08YQYX6HB"
