"Export time:  2/1/2024, 11:06:57 AM","","ASIN","Product Name","Brand","Price","Monthly Units Sold","Daily Units Sold","Monthly Revenue","Date First Available","Net Revenue","Star Rating","Reviews","Amazon Fees","BSR","LQS","Seller Type","Sellers","Category","Product Tier","Dimensions","Weight","Link"
"","","B0C5WJD72B","Viitech 31PCS Professional Car Tool Kit for Vehicles, Car Kit with Stainless Steel Long-arm Clam, Trim Removal Tool, Multi-Function Repair DIY Hand Tool","Viitech","$45.99","67","3","$3,081","05/21/2023","$34.68","5","2","$11.31","61,400","6","FBM","2","Automotive","Standard","5.5 x 2 x 12 in","3 lb","https://www.amazon.com/dp/B0C5WJD72B"
"","","B0CBLFHWTS","Biudniyll Heavy Duty Button Master for Car Emergency Tool Long Reach Grabber Tool 60cm/23.6'","Biudniyll","$8.69","990","33","$8,603","07/10/2023","$4.73","4.4","92","$3.96","3,779","6","FBA","1","Automotive","Standard","8.5 x 0.71 x 12.32 in","1.13 oz","https://www.amazon.com/dp/B0CBLFHWTS"
"","","B0C9JPKG6B","Biudniyll Long Reacher Grabber for Car Emergency Tool Heavy Duty Button Master","Biudniyll","$25.99","519","25","$13,489","06/26/2023","$16.95","4.1","52","$9.04","7,625","5","FBA","1","Patio, Lawn & Garden","Standard","7.09 x 1.97 x 17.72 in","1.65 lb","https://www.amazon.com/dp/B0C9JPKG6B"
"","","B0CN37TFW2","67 inch Long Reach Tool,Outdoor Camping,Car Emergency Tool kit","H HOTMARS","$22.99","120","4","$2,759","12/23/2023","","4.5","174","","202,944","","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0CN37TFW2"
"","","B09NLY62RT","Gute Air Wedge Bag Pump, 3 Pack Commercial Inflatable Air Wedge Bag Tool, Professional Leveling Kit & Alignment Tool, Air Bag Tool for Variety of Jobs, 330 LB Rating, 3 Sizes","Gute","$15.99","1,187","47","$18,980","12/14/2021","$9.07","4.7","558","$6.92","7,087","7","FBA","1","Tools & Home Improvement","Standard","8.15 x 2.36 x 13.03 in","12.6 oz","https://www.amazon.com/dp/B09NLY62RT"
"","","B0BSBPCBWS","Pibkay 18pcs Professional Kit with Air Wedge Pump","Pibkay","$41.99","221","4","$9,280","01/13/2023","$31.16","4.2","67","$10.83","50,575","3","FBA","1","Automotive","Standard","6.42 x 2.72 x 17.32 in","2.31 lb","https://www.amazon.com/dp/B0BSBPCBWS"
"","","B0CPPYCQK4","24 Pcs Outdoor Set with Long Pole Tools, Gloves and Bag","Generic","$42.99","","","$0.00","12/31/2023","","5","1","","215,148","","FBA","1","Patio, Lawn & Garden","","","","https://www.amazon.com/dp/B0CPPYCQK4"
"","","B0CPBJ6GK7","TUOSHUNGE Truck 5th Wheel Puller Hook - Long Distance Tool Car Emergency Hook Tree Cleaning Hook Black Hook Trailer Heavy Duty","TUOSHUNGE","$27.99","193","8","$5,402","12/01/2023","$20.11","","","$7.88","20,857","6","FBA","1","Automotive","Standard","7.44 x 3.58 x 11.3 in","14.2 oz","https://www.amazon.com/dp/B0CPBJ6GK7"
"","","B0CGDJDMYP","YOFOTHS 67 Inch Long Reach Tool, Emergency Tool, Auto Trim Removal Tool Kit, Car Tools Kit, Door Panel Removal Tool,Car Clips, Push Rivets","YOFOTHS","$27.99","180","6","$5,038","08/22/2023","$20.87","5","2","$7.12","34,952","6","FBA","2","Automotive","Standard","0.02 x 0.02 x 0.02 in","3.2 oz","https://www.amazon.com/dp/B0CGDJDMYP"
"","","B08G4S6L5K","Bershaker Air Wedge Bag Kit,Air Wedge Bag Pump, 3 Pack Commercial Inflatable Air Wedge Pump Bag Tool, Professional Leveling Kit & Alignment Tool, Air Bag Tool for Variety of Jobs (3 PCS)","Bershaker","$15.99","857","31","$13,703","08/17/2020","$9.82","4.6","1,059","$6.17","11,498","7","FBA","2","Tools & Home Improvement","Standard","8.19 x 2.6 x 11.57 in","12 oz","https://www.amazon.com/dp/B08G4S6L5K"
"","","B0CJDJXDQF","YOFOTHS Heavy Duty Button Master for Emergency Tool Long Reach Grabber Tool 60cm/23.6'","YOFOTHS","$8.88","240","8","$2,131","09/19/2023","$4.27","4.7","12","$4.61","21,660","5","FBA","1","Automotive","Standard","7.17 x 0.91 x 11.22 in","1.13 oz","https://www.amazon.com/dp/B0CJDJXDQF"
"","","B0CLY6J6MQ","AMOSTBY Auto Tool Set, 23 inch High Elastic Stainless Steel Auto Repair Tools with Wear-Resistant Labor Protection Gloves","AMOSTBY","$18.99","165","10","$3,133","10/26/2023","$13.17","5","2","$5.82","16,343","7","FBA","1","Automotive","Standard","8.74 x 1.34 x 12.83 in","5.3 oz","https://www.amazon.com/dp/B0CLY6J6MQ"
"","","B0BQYHQYQY","AUTODECO 92Pcs Auto Trim Removal Tool Kit with Upholstery Tool Bumper Retainer Clip Set Fastener Terminal Remover Air Wedge Bag Gloves, Red","AUTODECO","$26.99","60","2","$1,619","12/22/2022","","4.4","24","","119,354","6","FBA","1","Automotive","","","","https://www.amazon.com/dp/B0BQYHQYQY"
"","","B09FY81799","JRangelp Air Wedge Pump Car Air Shim Auto Adjustable Air Wedge Bag Pump Leveling and Alignment Tool Inflatable Shim Bag for Car, Home Use, Door Installation, Window and More(300lbs)","JRangelp","$8.59","463","18","$3,977","09/09/2021","$4.02","4.4","196","$4.57","7,891","6","FBA","1","Automotive","Standard","7.87 x 1.18 x 6.89 in","2.89 oz","https://www.amazon.com/dp/B09FY81799"
