"Export time:  2/1/2024, 11:02:52 AM","","ASIN","Product Name","Brand","Price","Monthly Units Sold","Daily Units Sold","Monthly Revenue","Date First Available","Net Revenue","Star Rating","Reviews","Amazon Fees","BSR","LQS","Seller Type","Sellers","Category","Product Tier","Dimensions","Weight","Link"
"","","B0CHJ7TFP7","WWMFS Cologne Display Stand for Men, 3 Tier Split Wood Organizer, Perfume, Jewelry, Model Toys, Dim Sum Display Riser (12.6 * 3.8 * 2.9 in)","WWMFS","$16.99","30","","$509.70","09/06/2023","","4.8","20","","928,849","6","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0CHJ7TFP7"
"","","B0BDMPWJ25","starogegc 2Pack Makeup Organizer Storage, Large Capactiy Acrylic Bathroom Organizer, Clear Cosmetics Organizer Bins with Division Board for Vanity, Skincare, Countertop Storage and Display Case","starogegc","$29.98","433","13","$12,981","09/06/2022","","4.5","209","","37,921","7","FBA","1","Beauty & Personal Care","","","","https://www.amazon.com/dp/B0BDMPWJ25"
"","","B0C7BB5P3R","ZOEHROWS Black Perfume Shelf Display Stand, 3 Tier Acrylic Display Stand, Perfume rack, Perfumes Figurines Display Stand and Perfume Organizer","ZOEHROWS","$9.99","150","7","$1,499","08/05/2023","","4.2","57","","126,569","6","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0C7BB5P3R"
"","","B0BXJ8LGV4","Mongshin Cologne Organizer for Men,Black wood perfume organizer,4 tiered cologne stand shelf with hidden compartment","Mongshin","$33.99","37","1","$1,258","07/20/2023","","5","10","","588,055","7","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0BXJ8LGV4"
"","","B0CJBZT6N4","KALLODEAR Cologne Organizer for Men, 3 Tier Cologne Stand Organizer for Men, Wood Perfume Organizer with Felt Lining Drawer and Hidden Compartment, Great Gift for Men(Black)","KALLODEAR","$45.99","50","","$2,300","09/18/2023","$31.44","4.6","8","$14.55","1,169,192","6","FBA","1","Clothing, Shoes & Jewelry","Standard","9.17 x 4.57 x 13.35 in","2.99 lb","https://www.amazon.com/dp/B0CJBZT6N4"
"","","B0CHHTX1YV"," Wooden Cologne Stand Organizer for Men,3-Tier Perfume Organizer with Concealed Storage Space, Durable and Stylish Cologne Organizer, Great Gift for Man(12.5 * 9 in)","WWMFS","$26.99","90","3","$2,429","12/22/2023","","4.8","6","","241,020","","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0CHHTX1YV"
"","","B08RDFTFBH","Grarry Acrylic Risers for Display, 9' Perfume Organizer Stand, Acrylic Display Stand Risers Compatible with Funko POP Display Shelf, Acrylic Organizers Display Shelves for Cologne Stand Perfume Shelf","Grarry","$14.99","2,008","49","$30,100","02/23/2021","$8.97","4.7","2,466","$6.02","18,484","7","FBA","1","Home & Kitchen","Standard","10 x 10.118 x 2.008 in","0.706 lb","https://www.amazon.com/dp/B08RDFTFBH"
"","","B0CG5Y1PZ8","Waissdea Wood Display Riser Stand, Wooden Display Riser Shelf, Kitchen Counter Shelf Spice Rack Organizer, Tiered Countertop Display Shelf for Perfume, Makeup, Condiment(grey,3-Tier)","Waissdea","$23.99","287","11","$6,885","08/22/2023","","4.9","18","","25,189","6","FBA","1","Kitchen & Dining","","","","https://www.amazon.com/dp/B0CG5Y1PZ8"
"","","B0BXWJQTMZ","YINMIT Wood Display Riser Stand, Wooden Display Riser Shelf, 4 Tier Kitchen Counter Shelf Spice Rack Organizer, Tiered Countertop Display Shelf for Perfume, Makeup, Figure, Dolls Collection, Condiment (4 Tier)","YINMIT","$25.99","1,588","63","$41,272","05/04/2023","","4.8","264","","13,843","7","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0BXWJQTMZ"
"","","B089KSL135","seinlife 360 Rotating Makeup Organizer,DIY Adjustable Spinning Holder,Foldable Cosmetic Storage Display box,Large Capacity Make up Caddy Shelf,Fits Countertop Vanity and Bathroom (BLACK)","seinlife","$15.99","3,027","83","$48,402","06/21/2020","$8.45","4.5","1,056","$7.54","6,978","6","FBA","1","Beauty & Personal Care","Standard","9.331 x 11.929 x 1.811 in","1.83 lb","https://www.amazon.com/dp/B089KSL135"
"","","B08J4FQD4H","Mantello Bathroom Organizer Countertop- Make Up Organizers and Storage-, Makeup Organizer for Vanity- Black","Mantello","$18.99","1,170","30","$22,218","09/14/2020","$11.00","4.6","5,890","$7.99","18,532","6","FBA","1","Beauty & Personal Care","Standard","4 x 2 x 6 in","1 lb","https://www.amazon.com/dp/B08J4FQD4H"
"","","B07Y65WWJ9","Luxspire Valet Tray with Handles, Leather Decorative Ottoman Serving Tray, Coffee Table Tray, Catchall Tray Countertop Storage, Mens Vanity Tray for Jewelry Key Cologne Organizer, 10'x 8', Black","Luxspire","$17.89","150","6","$2,684","09/20/2019","$10.07","4.7","278","$7.82","143,413","6","FBA","2","Home & Kitchen","Standard","8.701 x 11.902 x 2.402 in","1.058 lb","https://www.amazon.com/dp/B07Y65WWJ9"
